#UserId	TweetId	TweetText	TweetTime
21447363	330086118479519744	OK! I have been working on my 3rd fragrance for over a year &amp; want to unveil the look NOW! What do u think?! http://t.co/cb2F3s8m0j	Thu May 02 22:27:18 2013
21447363	330019277677686785	I have something very exciting to reveal to you later today... Stay tuned!!!	Thu May 02 18:01:41 2013
21447363	329706093519458305	AND if Billy Porter doesn't win the Tony for best actor in a musical... There will be words... Trust	Wed May 01 21:17:12 2013
21447363	329704665858076672	Just saw KINKY BOOTS on broadway &amp; cried w/joy from it's powerful, beautiful message. Congrats on every of its deserved 13 Tony nominations!	Wed May 01 21:11:32 2013
21447363	329502337427177473	Alternative Daft Punk lyric: We're up all night to get lonely.	Wed May 01 07:47:33 2013
21447363	329340254580514817	Today my friend Tommy Hilfiger took me shoe shopping #kingofclassic http://t.co/XoXLoE32Nq	Tue Apr 30 21:03:30 2013
21447363	329319213883850753	PS http://t.co/wL5Epo8ybc	Tue Apr 30 19:39:53 2013
21447363	328920262298959873	Same! RT @diablocody: Congrats, Jason Collins, and thank you!	Mon Apr 29 17:14:36 2013
21447363	328709791792914432	RT @lenadunham: Twerkin hard or hardly twerkin?	Mon Apr 29 03:18:16 2013
21447363	328643051004252160	Sup? http://t.co/U3KmFZyeyr	Sun Apr 28 22:53:03 2013
21447363	328339588592586753	I just witnessed our President deliver the funniest speech I have ever heard. #nerdprom	Sun Apr 28 02:47:12 2013
21447363	328165818925973504	Other way around, but yes RT @cherryofkaty: @katyperry kittens are the new lambs	Sat Apr 27 15:16:42 2013
21447363	328164529458515969	Penelope &amp; me. http://t.co/4Mfp3eVOqp	Sat Apr 27 15:11:35 2013
21447363	328160705452834817	Yes. You can sleep now. RT @cassandraKP: @katyperry did u win the book reading contest?	Sat Apr 27 14:56:23 2013
21447363	328159439834202112	OHHEMMMGEE GET ME STRAIGHT TO THE CINEMA FOR LIL' BUB &amp; FRIENDS: http://t.co/uj85bcJSHP	Sat Apr 27 14:51:22 2013
21447363	327868059308154880	Perfectly put, by Kacey Musgraves: http://t.co/qOZqg7dUYe	Fri Apr 26 19:33:31 2013
21447363	327607862572482560	Katy had a little lamb &amp; that little lamb had quite the attitude! http://t.co/8Z1iKHli0z	Fri Apr 26 02:19:35 2013
21447363	327508192764506114	I'm not gonna lie, I feel very vulnerable after a nap.	Thu Apr 25 19:43:32 2013
21447363	327441920802557953	Today is the type of day every girl dreams of...	Thu Apr 25 15:20:12 2013
21447363	327118268617863170	Oops RT @sofifii: @katyperry don't tell anyone but I miss you	Wed Apr 24 17:54:07 2013
21447363	327118023670501377	RT @sofifii: @katyperry don't tell anyone but I miss you	Wed Apr 24 17:53:09 2013
21447363	327117972919439361	Or more like let you make it up to me... Hehehe @rihanna 	Wed Apr 24 17:52:56 2013
21447363	327115744225681410	Don't worry @rihanna  I'll make it up to you at Barclays... 	Wed Apr 24 17:44:05 2013
21447363	327114340719267840	Ermm... I was in LA Saturday night... Should I be proud or offended I wasn't invited @rihanna #WHOISTHISDOPPLEGANGER	Wed Apr 24 17:38:30 2013
21447363	326564053310922752	Smurrrrrrffff breaaaaaak	Tue Apr 23 05:11:52 2013
21447363	325511971938127872	With Carmen San Diego obvi RT @mattxhitt: Where is @devhynes ?	Sat Apr 20 07:31:16 2013
21447363	325351208804052992	Perfectly put, by Zedd feat. FOXES: https://t.co/VBUEs6ll5v	Fri Apr 19 20:52:27 2013
21447363	325108225517170688	You know the 90's are back when you're voluntarily putting record scratches in your songs a la Portishead's Dummy.	Fri Apr 19 04:46:55 2013
21447363	325055125414637568	@diplo oh. How kind!	Fri Apr 19 01:15:55 2013
21447363	324803622493884416	Reading all the news about Texas. It's a very sad time for lots of ppl. Let's send extra love &amp; light out. Don't take anything for granted.	Thu Apr 18 08:36:32 2013
21447363	324800683209539584	Srry not srry! RT @RonanFarrow: ASCAP Pop Awards.Which Max Martin/Dr. Luke on stage for 2 hrs &amp; accept all the awards http://t.co/da0ROvbllk	Thu Apr 18 08:24:52 2013
21447363	324257421411368960	Thx! RT @voguemagazine: a free spirit #Coachella style @ its best w/@katyperry in @HELMUTLANG http://t.co/3ksYm7vF2i http://t.co/M91GQsJ8kA	Tue Apr 16 20:26:08 2013
21447363	323923946326093824	Absolutely. RT @kaseymusgravess: #PrayersForBoston	Mon Apr 15 22:21:01 2013
21447363	323684748734107648	Rebel Wilson's opening monologue for the MTV movie awards is the standard! I love for her blas approach!	Mon Apr 15 06:30:32 2013
21447363	323603970801139713	No one does adorbies better than #Grimes!!! 	Mon Apr 15 01:09:33 2013
21447363	323562535494234112	Thank you! RT @phillipeblond: Sneaker WEDGES... DISGUSTING!!	Sun Apr 14 22:24:54 2013
21447363	323350895523946497	Production value has really gone up at Coochella, it felt like R Kelly was really there! #rkellyhologram	Sun Apr 14 08:23:55 2013
21447363	322999241935036416	Herbal tea and jacuzzi #adultchella	Sat Apr 13 09:06:34 2013
21447363	322818271009185794	Perfectly put for my homies! By BOY: http://t.co/QVqh8eFQO4	Fri Apr 12 21:07:28 2013
21447363	322077318728261634	Bout to get on that chinese medicine tip!	Wed Apr 10 20:03:11 2013
21447363	321864801431203840	So true. Broke Down Palace style! RT @skyferreira: You have not lived until you cry like Claire Danes	Wed Apr 10 05:58:43 2013
21447363	321851119166951426	One of the most bad ass music videos I've seen in a long time! Elliphant's Down On Life: http://t.co/JD7MBYhzwv	Wed Apr 10 05:04:21 2013
21447363	321781264254398465	Gross! As if!	Wed Apr 10 00:26:46 2013
21447363	321312928546578432	One of my favorite moments from my life changing @UNICEF trip to Madagascar! http://t.co/XXOPBjCuXp	Mon Apr 08 17:25:46 2013
21447363	320829940297764864	RT @FREE_FACTS: Women are literally people	Sun Apr 07 09:26:33 2013
21447363	320243234976702464	Perfectly put, by Jonatha Brooke: http://t.co/16HEszjac7	Fri Apr 05 18:35:11 2013
21447363	320088183951998976	I can't recommend the new Rhye record "Woman" more for a tropical drive with the windows down... Perfect soundtrack. 	Fri Apr 05 08:19:04 2013
21447363	320050996774596608	Everytime playing at rando gas station in the jungle and internet to tweet about it, YES! #AFRICA	Fri Apr 05 05:51:18 2013
21447363	319339820042293248	@BonnieMcKee don't be ashamed.	Wed Apr 03 06:45:20 2013
21447363	319339244910952448	Okay I just made one myself. #easilyinfluencedbysevenyearolds	Wed Apr 03 06:43:03 2013
21447363	319336562750021632	I just watched what looked like a 7 year old girl make her own marmite sandwich. #differentplacesdifferenttastes	Wed Apr 03 06:32:24 2013
21447363	318915278027239424	Heading to AFRICA tonight, no joke. http://t.co/1iSyaoUTn3	Tue Apr 02 02:38:22 2013
21447363	318544663093080064	Happy Easter from Kai &amp; Katy! (and a silly rabbit) http://t.co/Twl8Hwy2lV	Mon Apr 01 02:05:40 2013
21447363	318455133673512960	Happy Easter chickadees! http://t.co/7d0ziCCznh	Sun Mar 31 20:09:55 2013
21447363	318285048820404224	That's personal. RT @srbuhiii: @katyperry are you trolling? I think yes?	Sun Mar 31 08:54:03 2013
21447363	318283080781660160	DTF! RT @BonnieMcKee: Sprang Brayke. Sprang Brayke. Sprang Brayke.	Sun Mar 31 08:46:14 2013
21447363	318280945658642433	Discovered one of my favorite Hirsts tonight! Had to have my picture with it. http://t.co/PXUtyUOGZT	Sun Mar 31 08:37:45 2013
21447363	317909732146950144	@shannonwoodward I hear you, dork	Sat Mar 30 08:02:41 2013
21447363	317691054428143616	Perfectly put, by Tegan and Sara: https://t.co/QyrYM2etsh	Fri Mar 29 17:33:44 2013
21447363	317513638623707137	OCD does not help, When comping vocals. #muttlangeearssyndrome	Fri Mar 29 05:48:45 2013
21447363	316422593215356928	Step away from the snare sounds... #ocdrecording	Tue Mar 26 05:33:19 2013
21447363	315585752782209024	Baby-steps, baby! RT @nickomfg: What? @katyperry tweeting twice in one day? What's next? Tweeting a KatyCat?	Sat Mar 23 22:08:01 2013
21447363	315584684505575424	Mothers always watching... RT @Scott_Myrick: Who wore the cake better? @TaylorSwift13 Barbie Or @Scott_Myrick Barbie! http://t.co/3hsWfiyP2f	Sat Mar 23 22:03:46 2013
21447363	315583782650527744	Live every day like you're gonna be wiped out by a meteor. #scienceyolo	Sat Mar 23 22:00:11 2013
21447363	315174439543271427	Perfectly put, by Tristan Prettyman: https://t.co/NOY9eKZ9zP	Fri Mar 22 18:53:36 2013
21447363	314861873835163649	Interesting read: http://t.co/d8hSK2E7gq	Thu Mar 21 22:11:35 2013
21447363	314635892016943104	http://t.co/wSxc1Ich3e	Thu Mar 21 07:13:36 2013
21447363	314263728843542529	About to watch Wayne's World. For the first time...	Wed Mar 20 06:34:46 2013
21447363	314129442555457536	You HAVE to get the Kacey Musgraves record that came out today. It makes everything better! https://t.co/E5eyxvvGnv	Tue Mar 19 21:41:10 2013
21447363	313710066379390976	ATTENTION: Mercury is OUT of retrograde today. Thank GOD.	Mon Mar 18 17:54:42 2013
21447363	313551026563194880	Zooohmigawd! The Britney Spears sequence in Spring Breakers! 	Mon Mar 18 07:22:44 2013
21447363	313375678504513538	Happy St. Patrick's Day everyone...AKA Ultimate test of sobriety day! #CHEERS	Sun Mar 17 19:45:58 2013
21447363	312641532337459201	Perfectly put, by Daughter: https://t.co/dWeVdxJF6l	Fri Mar 15 19:08:44 2013
21447363	312002450401923072	RT @greg_wells: @katyperry pls RT? Every 3 months, I'll buy a good drum set for the most deserving applicant. Post a video and tweet me  ...	Thu Mar 14 00:49:15 2013
21447363	310956751346339841	Chiropractor, Therapist, a hike, and a psychic reading. Come on Monday, give me your best shot.	Mon Mar 11 03:34:01 2013
21447363	309907975127052288	Just discovering The Kroll show. Publizity. Wow. Just wow.	Fri Mar 08 06:06:33 2013
21447363	307979635658993665	My boyfriend is taking me to a kitten shelter in his truck. I can't think of a more perfect Saturday.	Sat Mar 02 22:24:01 2013
21447363	306646745297866752	If I were a cookie, I would be a thin mint girl scout cookie. FYI	Wed Feb 27 06:07:35 2013
21447363	306588463694745600	GUYS. One of my favorite new songwriters @kaseymusgraves is putting out a full record full of GEMS! Preorder it here: http://t.co/8vRZkDbAwm	Wed Feb 27 02:16:00 2013
21447363	306215072475271168	Today is my cat, monkey's 3rd birthday. That's 21 in cat years. Crunk on cat nip. http://t.co/0KBT4S5Wrb	Tue Feb 26 01:32:17 2013
21447363	304752834711281664	Oy! Do me a favor &amp; check out my friend @jonlovett's new show 1600 Penn tonight at 9:30 on NBC because it's... funny! WHY ELSE?!	Fri Feb 22 00:41:52 2013
21447363	304325696661106688	HAPPIEST 25TH BIRTHDAY to my baby girl @rihanna! I wish I could b there drinking Mai-Tais &amp; telling haters to eat a dck w/u! U. 	Wed Feb 20 20:24:34 2013
21447363	303673146127568897	This what my day looks like: http://t.co/SA8Edcuo
Cheers!	Tue Feb 19 01:11:34 2013
21447363	302306926547570690	Happy Thursday everyone!	Fri Feb 15 06:42:42 2013
21447363	301902348106731520	Grandma's first manicure. Wild! http://t.co/WL46MobQ	Thu Feb 14 03:55:03 2013
21447363	300848051277414400	RT @betneywhitsy: I bet you $10 @JohnMayer and @rickyvanveen wrote that "Take that, Bon Iver" joke.	Mon Feb 11 06:05:39 2013
1261217880	333621883159334913	http://t.co/KTQ7u4ttdd	Sun May 12 16:37:09 2013
1261217880	333273653749874690	http://t.co/BxBWqGxXuP	Sat May 11 17:33:25 2013
1261217880	333262425249955840	https://t.co/HIQiFVLuAW

dear frnds like on upper link http://t.co/Iy8lL47gLU	Sat May 11 16:48:48 2013
1261217880	333177454166421504	Myheartfeelings: Gifts And Flowers Delivery http://t.co/3Flco66p61	Sat May 11 11:11:09 2013
1261217880	333177433094250497	Myheartfeelings: Gifts And Flowers Delivery http://t.co/z0ynTf7p2h	Sat May 11 11:11:04 2013
1261217880	333176119408857090	http://t.co/cIzHFXjsjD http://t.co/tP6elolZEZ	Sat May 11 11:05:51 2013
1261217880	333175967126286336	http://t.co/TNW484wFSy http://t.co/f5dDGYfyQW	Sat May 11 11:05:15 2013
1261217880	333175720991944706	http://t.co/5KONoMoXpg http://t.co/1ftPhBDDhw	Sat May 11 11:04:16 2013
1261217880	333172914151112704	Gifts And Flowers Delivery http://t.co/Add6wyGH8q	Sat May 11 10:53:07 2013
1261217880	333172792377884672	Gifts And Flowers Delivery http://t.co/f56BddwmCs	Sat May 11 10:52:38 2013
1261217880	333169192016683008	Welcome to myheartfeelings, specialized in traditional chocolates, flowers and balloons to worldwide. http://t.co/nayIfW5Pb5 via @pinterest	Sat May 11 10:38:20 2013
1261217880	333167376793219072	Gifts and Flowers delivery are a beautiful symbol http://t.co/L2LpKXeq98	Sat May 11 10:31:07 2013
1261217880	333167333734498304	Gifts and Flowers delivery are a beautiful symbol http://t.co/K2GVaOjYNA	Sat May 11 10:30:56 2013
1261217880	333167278554226688	Gifts and Flowers delivery are a beautiful symbol http://t.co/fpWm3XWqYd via @wordpressdotcom	Sat May 11 10:30:43 2013
1261217880	333161992619700224	myheartfeelings - Gifts and Flowers delivery are a beautiful ... http://t.co/ugtFlbM3Ut	Sat May 11 10:09:43 2013
1261217880	332464183058763780	Myheartfeelings: Birthday Balloons Delivery to USA http://t.co/981S9Ns6Ng	Thu May 09 11:56:52 2013
1261217880	332464084794630144	Myheartfeelings: Birthday Balloons Delivery to USA http://t.co/OrcH0XBWoC	Thu May 09 11:56:29 2013
1261217880	332461256541876225	myheartfeelings - Birthday Balloons Delivery to USA http://t.co/n4jgi8kqbg	Thu May 09 11:45:15 2013
1261217880	332456917127536640	Birthday Balloons Delivery to USA http://t.co/RRgqfm1brQ	Thu May 09 11:28:00 2013
1261217880	332456273503199232	Birthday Balloons Delivery to USA http://t.co/96cSsGDQvw via @wordpressdotcom	Thu May 09 11:25:27 2013
1261217880	332456227281981440	Birthday Balloons Delivery to USA http://t.co/giMheHfa1j	Thu May 09 11:25:15 2013
1261217880	332452516849647617	http://t.co/lcfAtp9lWt http://t.co/ngRU0B0Wiv	Thu May 09 11:10:31 2013
1261217880	332424178198261760	Myheartfeelings: Myheartfeelings: Corporate Flowers are the best wa... http://t.co/xpxHXphpzc	Thu May 09 09:17:54 2013
1261217880	332423768246984705	Myheartfeelings: Myheartfeelings: Corporate Flowers are the best way to gesture you... http://t.co/9O9KqdsvEq	Thu May 09 09:16:17 2013
1261217880	332423280298438656	I posted a new photo to Facebook http://t.co/2yhHbW2cF9	Thu May 09 09:14:20 2013
1261217880	332423210719141888	I posted a new photo to Facebook http://t.co/AOCqEA7EMz	Thu May 09 09:14:04 2013
1261217880	332423160068718592	I posted a new photo to Facebook http://t.co/ynUzG60Duc	Thu May 09 09:13:52 2013
1261217880	332423059774529536	I posted a new photo to Facebook http://t.co/mza3KQq8L5	Thu May 09 09:13:28 2013
1261217880	332407029807316993	Myheartfeelings http://t.co/ZVekZHhiZQ	Thu May 09 08:09:46 2013
1261217880	332402083204579328	http://t.co/HKL5Q7kCtq http://t.co/isvVoUsEVB	Thu May 09 07:50:07 2013
1261217880	332400549699928064	myheartfeelings - Corporate flowers delivery to world wide http://t.co/MaG1wENH21	Thu May 09 07:44:01 2013
1261217880	332389505531256832	Myheartfeelings: 
Corporate Flowers are the best way to gesture you... http://t.co/sw5CL5VU4K	Thu May 09 07:00:08 2013
1261217880	332389364623630336	http://t.co/KTQ7u4ttdd http://t.co/tdZzfAFr0h	Thu May 09 06:59:34 2013
1261217880	332109117273559042	myheartfeelings - Food basket delivery to Belgium http://t.co/7LHJyevB3f	Wed May 08 12:25:58 2013
1261217880	332104533897531392	Food basket delivery to Belgium  http://t.co/g4m1RNSgwV via @wordpressdotcom	Wed May 08 12:07:45 2013
1261217880	332103842126761984	Food basket delivery to Belgium http://t.co/UVS02lp2L0	Wed May 08 12:05:00 2013
1261217880	332100723464617985	Myheartfeelings: Food basket delivery to Belgium http://t.co/QsoBymJe9y	Wed May 08 11:52:37 2013
1261217880	332100594284244995	http://t.co/KTQ7u4ttdd http://t.co/JSJyPGKHir	Wed May 08 11:52:06 2013
1261217880	331734818524114945	Fruits Basket Delivery to UK http://t.co/rOhi4MTHp7	Tue May 07 11:38:38 2013
1261217880	331734654279368704	Fruits Basket Delivery to UK http://t.co/sNLOyAEbDX	Tue May 07 11:37:59 2013
1261217880	331734611564589056	Fruits Basket Delivery to UK http://t.co/VqRrKlfK6x via @wordpressdotcom	Tue May 07 11:37:49 2013
1261217880	331734231409627136	http://t.co/Bxmy08zxPh http://t.co/BpKpp64V0G	Tue May 07 11:36:18 2013
1261217880	331734151801757696	http://t.co/UNk6ECxZq7 http://t.co/SolHiqcpNE	Tue May 07 11:35:59 2013
1261217880	331734046583427073	http://t.co/cIzHFXjsjD http://t.co/LSlBKXDXgL	Tue May 07 11:35:34 2013
1261217880	331733968456142849	http://t.co/UjKt1Jitof http://t.co/qbaijkBWSw	Tue May 07 11:35:16 2013
1261217880	331729244352819200	myheartfeelings - Fruits Basket Delivery to UK http://t.co/hyvaQ4tlmI	Tue May 07 11:16:29 2013
1261217880	331725417025265664	Myheartfeelings: Fruits Basket Delivery to UK http://t.co/ncnv6ViFzV	Tue May 07 11:01:17 2013
1261217880	331725395533643777	Myheartfeelings: Fruits Basket Delivery to UK http://t.co/kKOrbMio76	Tue May 07 11:01:12 2013
1261217880	331711428669083649	Check out my BrandYourself profile, do me a favor and let me know what you think! http://t.co/QHnbKbmEaP	Tue May 07 10:05:42 2013
1261217880	331706515637559297	Just published my BrandYourself profile, do me a favor and let me know what you think!  http://t.co/hp8A8vEKHB	Tue May 07 09:46:10 2013
1261217880	331473218961547265	http://t.co/HKL5Q7kCtq http://t.co/70dC3DW71K	Mon May 06 18:19:08 2013
1261217880	331472971057209345	http://t.co/HKL5Q7kCtq http://t.co/LGAtmUoGGC	Mon May 06 18:18:09 2013
1261217880	331467999431241728	http://t.co/KTQ7u4ttdd http://t.co/fKw0oJ1Yh6	Mon May 06 17:58:24 2013
1261217880	330597919453503488	http://t.co/HKL5Q7kCtq http://t.co/4N83v7oXSG	Sat May 04 08:21:00 2013
1261217880	330597726750388225	http://t.co/HKL5Q7kCtq http://t.co/MgmDU3BI3f	Sat May 04 08:20:14 2013
1261217880	330589036680998912	myheartfeelings - Birthday Cakes delivery to USA. http://t.co/FaIM9XEdgQ	Sat May 04 07:45:43 2013
1261217880	330584306332352512	Myheartfeelings: Birthday Cakes delivery to USA. http://t.co/59POTlezco	Sat May 04 07:26:55 2013
1261217880	330584239563218944	http://t.co/HKL5Q7kCtq http://t.co/5ghHcozU0M	Sat May 04 07:26:39 2013
1261217880	330308441157533696	myheartfeelings - Gift basket delivery to Belgium http://t.co/V9fDgu76BV	Fri May 03 13:10:43 2013
1261217880	330302672047591425	gift basket http://t.co/VHSqtIZWV3 via @pinterest	Fri May 03 12:47:48 2013
1261217880	330301781991124993	Gift basket delivery to belgium http://t.co/w13iL2I5Ig	Fri May 03 12:44:16 2013
1261217880	330301520744685568	http://t.co/HKL5Q7kCtq http://t.co/MXFVP9Q2nR	Fri May 03 12:43:13 2013
1261217880	330295796975157248	Myheartfeelings: Gift basket delivery to Belgium http://t.co/pBW9io7Awz	Fri May 03 12:20:29 2013
1261217880	330295469425176577	http://t.co/HKL5Q7kCtq http://t.co/llyxFUfTtr	Fri May 03 12:19:11 2013
1261217880	330207990646964224	Myheartfeelings http://t.co/EquLVBBUY3	Fri May 03 06:31:34 2013
1261217880	330207807213289473	Myheartfeelings http://t.co/ZVekZHhiZQ	Fri May 03 06:30:50 2013
1261217880	330207655157174272	Myheartfeelings http://t.co/W0uEGRUsAW	Fri May 03 06:30:14 2013
1261217880	330207528849911808	Bloglines http://t.co/dxxMJAiYkF	Fri May 03 06:29:44 2013
1261217880	330207300541358081	Myheartfeelings http://t.co/waswqgpDdU	Fri May 03 06:28:50 2013
1261217880	329929646026145792	Mothers day Gifts http://t.co/EXioVa2cHW via @pinterest	Thu May 02 12:05:32 2013
1261217880	329927373250240512	Mothers day Gifts delivery http://t.co/B1v7qQf56k	Thu May 02 11:56:30 2013
1261217880	329927353188880384	Mothers day Gifts delivery http://t.co/3JhBy6FOmV	Thu May 02 11:56:25 2013
1261217880	329924262855077888	myheartfeelings - Mothers day Gifts delivery http://t.co/DNzVz8Vpz8	Thu May 02 11:44:08 2013
1261217880	329919761255378944	Follow Us On https://t.co/EHGr9bisXU http://t.co/ktdtJMAPNT	Thu May 02 11:26:15 2013
1261217880	329919630300819456	Follow Us On https://t.co/EHGr9bisXU http://t.co/8q9FLO0nsV	Thu May 02 11:25:44 2013
1261217880	329919419801280513	Myheartfeelings: Mothers day Gifts delivery http://t.co/rGTLbi5hKM	Thu May 02 11:24:53 2013
1261217880	329919127370223616	Myheartfeelings: Mothers day Gifts delivery http://t.co/FHwRU02gLL	Thu May 02 11:23:44 2013
1261217880	329854728743829504	Myheartfeelings: Birthday balloons delivery to USA http://t.co/dI2voMwx9r	Thu May 02 07:07:50 2013
1261217880	329854629938622464	Myheartfeelings: Birthday balloons delivery to USA http://t.co/7eY70tkuiZ	Thu May 02 07:07:26 2013
1261217880	329840061057208320	Face transplant recipient's goal: A kiss http://t.co/sAwWIajlEx	Thu May 02 06:09:33 2013
1261217880	329570955082997760	Mothers day flowers http://t.co/sj8bVqdoKp via @pinterest	Wed May 01 12:20:13 2013
1261217880	329570481806131200	Mothers Day Flowers delivery http://t.co/fE3CoTWFRw via @wordpressdotcom	Wed May 01 12:18:20 2013
1261217880	329570457206550528	Mothers Day Flowers delivery http://t.co/X01eKSsThD	Wed May 01 12:18:14 2013
1261217880	329560914896510977	Myheartfeelings: Mother's Day Flowers http://t.co/bdlPBVLjKx	Wed May 01 11:40:19 2013
1261217880	329560870235545600	Myheartfeelings: Mother's Day Flowers http://t.co/0icvGjZP2c	Wed May 01 11:40:09 2013
1261217880	329553564772999169	http://t.co/7Yeu34ZjLE	Wed May 01 11:11:07 2013
1261217880	329553508204441600	http://t.co/lcfAtp9lWt	Wed May 01 11:10:53 2013
1261217880	329553457323315200	http://t.co/lcfAtp9lWt http://t.co/SMbCL9Cn6W	Wed May 01 11:10:41 2013
1261217880	329188987644289024	Flowers delivery to USA, Chocolate delivery to USA, Mother's day... http://t.co/Tw4Vsgnzak	Tue Apr 30 11:02:25 2013
1261217880	329186045071609856	http://t.co/7Yeu34ZjLE	Tue Apr 30 10:50:43 2013
1261217880	328183823386935296	Mother's Day Flowers http://t.co/A54sZIofrA via @wordpressdotcom	Sat Apr 27 16:28:15 2013
1261217880	328180311227764736	Myheartfeelings: Mother's Day Flowers http://t.co/WdFYLv2sQI	Sat Apr 27 16:14:18 2013
1261217880	328177203776995328	myheartfeelings - Mother's day Flowers http://t.co/KEjuEJytM5	Sat Apr 27 16:01:57 2013
1261217880	328162717997334529	Myheartfeelings: Myheartfeelings: Birthday Gifts Delivery http://t.co/uTfnjrSaze	Sat Apr 27 15:04:23 2013
1261217880	327819967686905858	myheartfeelings - Birthday Gifts Delivery http://t.co/TqvVfcOvWT	Fri Apr 26 16:22:25 2013
1261217880	327818575190577155	myheartfeelings - Birthday Gifts Delivery http://t.co/ZNBbVxA3IQ	Fri Apr 26 16:16:53 2013
1261217880	327816938875142144	Myheartfeelings: Birthday Gifts Delivery http://t.co/fC3BZ80A0S	Fri Apr 26 16:10:23 2013
1261217880	327804834348666880	Send unique, heartwarming Mothers Day Gifts deliveries to USA.  http://t.co/Yk8gUEC1PP via @pinterest	Fri Apr 26 15:22:17 2013
1261217880	327803768043347970	Send unique, heartwarming Mothers Day Gifts deliveries to USA.  Mothers Day Gifts delivery USA. http://t.co/Yk8gUEC1PP via @pinterest	Fri Apr 26 15:18:03 2013
1261217880	327794655515275264	https://t.co/fWz06VwfHM	Fri Apr 26 14:41:50 2013
1362404370	333623348229701632	happy mothers day to all the moms over there:]	Sun May 12 16:42:59 2013
1362404370	333600393726660609	bitches is a hoes	Sun May 12 15:11:46 2013
1362404370	332241312394907651	danm my nigga my bff is a bitch ass nigga like that bitch right there!	Wed May 08 21:11:16 2013
1362404370	331065251439198209	having fun.good fun	Sun May 05 15:18:01 2013
1362404370	331065038540505090	Check out Fashion Fantasy Game - Fashion Games at Fashion Fantasy Game! http://t.co/yDhRv5uiMj	Sun May 05 15:17:10 2013
1362404370	328157469467607041	god dam my nigga getting sexaul tonight	Sat Apr 27 14:43:32 2013
1362404370	325992015705800704	went to the rodeo we got kicked out	Sun Apr 21 15:18:47 2013
1416000019	332541442444648449	Carottes &lt;3	Thu May 09 17:03:52 2013
1423437846	333622552004005889	FC BARCELONE	Sun May 12 16:39:49 2013
1423504411	333630384506011649	@NiallOfficial What happened ?	Sun May 12 17:10:56 2013
1423504411	333628921478266881	http://t.co/cczJn7U9fL  	Sun May 12 17:05:08 2013
1423504411	333623367947145217	The life changes if we make choices.	Sun May 12 16:43:03 2013
1423504411	333621213677105154	@CarolineCostaOf J'aurais aim avoir le courage d'aller faire une mission de tl, comme toi tu l'as eu  tes 12 ans :)	Sun May 12 16:34:30 2013
1423504411	333620659919912961	@NiallOfficial You're the boy with the most beautiful smile I've ever seen. Never changes!	Sun May 12 16:32:18 2013
